region_name,date,temp_max_anomaly,temp_max_anomaly_threshold,day,day_intensity
乌兰察布市,2023-05-25,-6.042625434078989,,0,0.0
兴安盟,2023-05-25,-3.843476530705821,,0,0.0
锡林郭勒盟,2023-05-25,-6.177078578065338,,0,0.0
阿拉善盟,2023-05-25,-6.455820426743678,,0,0.0
南宁市,2023-05-25,-0.1518941270848621,,0,0.0
柳州市,2023-05-25,-0.975096118534502,,0,0.0
桂林市,2023-05-25,-1.0821586505770924,,0,0.0
梧州市,2023-05-25,0.4037415789693348,,0,0.0
北海市,2023-05-25,1.1651903433985495,,0,0.0
防城港市,2023-05-25,-0.3910388755793406,,0,0.0
钦州市,2023-05-25,0.5518019462111923,,0,0.0
贵港市,2023-05-25,0.7254319416310153,,0,0.0
玉林市,2023-05-25,1.0378854614807622,,0,0.0
百色市,2023-05-25,2.409748042660425,,0,0.0
贺州市,2023-05-25,-0.1348622498153808,,0,0.0
河池市,2023-05-25,-0.3301182404019904,,0,0.0
来宾市,2023-05-25,0.1497591733611081,,0,0.0
崇左市,2023-05-25,0.9395692802022602,,0,0.0
拉萨市,2023-05-25,-4.464693243557549,,0,0.0
日喀则市,2023-05-25,-4.125376454783051,,0,0.0
昌都市,2023-05-25,-2.721055444960907,,0,0.0
林芝市,2023-05-25,-4.810251261990286,,0,0.0
山南市,2023-05-25,-3.109533761118282,,0,0.0
那曲市,2023-05-25,-5.027678706085496,,0,0.0
阿里地区,2023-05-25,-7.266227597578219,,0,0.0
银川市,2023-05-25,-5.70108536667113,,0,0.0
石嘴山市,2023-05-25,-5.606211665969877,,0,0.0
吴忠市,2023-05-25,-5.692020862974328,,0,0.0
固原市,2023-05-25,-4.066377319408108,,0,0.0
中卫市,2023-05-25,-5.976140881922234,,0,0.0
乌鲁木齐市,2023-05-25,-5.477002087228236,,0,0.0
克拉玛依市,2023-05-25,-4.110048105446651,,0,0.0
吐鲁番市,2023-05-25,-4.749379752082092,,0,0.0
哈密市,2023-05-25,-5.322618038854852,,0,0.0
昌吉回族自治州,2023-05-25,-5.148362923863331,,0,0.0
博尔塔拉蒙古自治州,2023-05-25,-5.472811050457498,,0,0.0
巴音郭楞蒙古自治州,2023-05-25,-6.312151160805541,,0,0.0
阿克苏地区,2023-05-25,-9.215951147287935,,0,0.0
克孜勒苏柯尔克孜自治州,2023-05-25,-7.671275749581786,,0,0.0
喀什地区,2023-05-25,-7.792278449923806,,0,0.0
和田地区,2023-05-25,-9.074429276224787,,0,0.0
伊犁哈萨克自治州,2023-05-25,-7.383569431557694,,0,0.0
塔城地区,2023-05-25,-5.017352906565925,,0,0.0
阿勒泰地区,2023-05-25,-4.815446895769426,,0,0.0
澳门特别行政区,2023-05-26,,,0,0.0
香港特别行政区,2023-05-26,0.2858432037891099,,0,0.0
北京市,2023-05-26,-0.6048520681286185,,0,0.0
上海市,2023-05-26,-3.401679324944375,,0,0.0
天津市,2023-05-26,-1.3980647953144434,,0,0.0
重庆市,2023-05-26,-4.036341099328219,,0,0.0
白沙黎族自治县,2023-05-26,1.1247203124896217,,0,0.0
保亭黎族苗族自治县,2023-05-26,-0.0500048411583726,,0,0.0
昌江黎族自治县,2023-05-26,1.553476444920939,,0,0.0
澄迈县,2023-05-26,0.4380538761436305,,0,0.0
定安县,2023-05-26,-0.6982772638863324,,0,0.0
东方市,2023-05-26,1.8978186999455813,,0,0.0
济源市,2023-05-26,-3.9952643477509184,,0,0.0
乐东黎族自治县,2023-05-26,1.2620861139740072,,0,0.0
临高县,2023-05-26,0.9860107472263452,,0,0.0
陵水黎族自治县,2023-05-26,-0.6400046849294156,,0,0.0
潜江市,2023-05-26,-4.949788078261733,,0,0.0
琼海市,2023-05-26,-1.1242898745861574,,0,0.0
琼中黎族苗族自治县,2023-05-26,-0.1293177367822977,,0,0.0
神农架林区,2023-05-26,-3.3494286023337168,,0,0.0
台湾省,2023-05-26,-0.5997858126242654,,0,0.0
天门市,2023-05-26,-5.765184230498459,,0,0.0
屯昌县,2023-05-26,-0.3634447799714237,,0,0.0
万宁市,2023-05-26,-1.1907811606787746,,0,0.0
文昌市,2023-05-26,-0.2092754552753675,,0,0.0
五指山市,2023-05-26,0.6222418452240532,,0,0.0
仙桃市,2023-05-26,-5.210543639196761,,0,0.0
石家庄市,2023-05-26,-2.3802564198156304,,0,0.0
唐山市,2023-05-26,-0.9525563235700892,,0,0.0
秦皇岛市,2023-05-26,-0.6067221062997525,,0,0.0
邯郸市,2023-05-26,-3.837218548915434,,0,0.0
邢台市,2023-05-26,-3.6608864520894286,,0,0.0
保定市,2023-05-26,-1.5248469103080389,,0,0.0
张家口市,2023-05-26,-0.3139855917069525,,0,0.0
承德市,2023-05-26,-0.0187003944712671,,0,0.0
沧州市,2023-05-26,-1.7258784710384525,,0,0.0
廊坊市,2023-05-26,-0.8831654888188183,,0,0.0
衡水市,2023-05-26,-2.36687404532238,,0,0.0
太原市,2023-05-26,-2.9509776956491507,,0,0.0
大同市,2023-05-26,-1.695708894845101,,0,0.0
阳泉市,2023-05-26,-2.56353255910723,,0,0.0
长治市,2023-05-26,-3.7772182014155007,,0,0.0
晋城市,2023-05-26,-3.768427895854188,,0,0.0
朔州市,2023-05-26,-1.947670436810576,,0,0.0
晋中市,2023-05-26,-3.4750018909704536,,0,0.0
运城市,2023-05-26,-6.135409545331051,,0,0.0
忻州市,2023-05-26,-2.366190741180251,,0,0.0
临汾市,2023-05-26,-4.331288938368786,,0,0.0
吕梁市,2023-05-26,-3.2243809774629355,,0,0.0
沈阳市,2023-05-26,0.2045755752940472,,0,0.0
大连市,2023-05-26,-4.412025117857077,,0,0.0
鞍山市,2023-05-26,-2.5205743780289502,,0,0.0
抚顺市,2023-05-26,-1.9581601769175665,,0,0.0
本溪市,2023-05-26,-3.267108907733636,,0,0.0
丹东市,2023-05-26,-5.002401529836739,,0,0.0
锦州市,2023-05-26,-0.8510314293760501,,0,0.0
营口市,2023-05-26,-2.574216182346813,,0,0.0
阜新市,2023-05-26,1.442152530791443,,0,0.0
辽阳市,2023-05-26,-1.2617951081957273,,0,0.0
盘锦市,2023-05-26,-2.065185254750361,,0,0.0
铁岭市,2023-05-26,-0.1867885069797346,,0,0.0
朝阳市,2023-05-26,1.3104318554672751,,0,0.0
葫芦岛市,2023-05-26,-0.6587179881923255,,0,0.0
长春市,2023-05-26,0.4063503559435268,,0,0.0
吉林市,2023-05-26,-1.1713009983208202,,0,0.0
四平市,2023-05-26,0.3851074212566452,,0,0.0
辽源市,2023-05-26,-0.8465111049756189,,0,0.0
通化市,2023-05-26,-2.709023778510673,,0,0.0
白山市,2023-05-26,-3.3934798723099497,,0,0.0
松原市,2023-05-26,-0.1965696875067486,,0,0.0
白城市,2023-05-26,-2.1611339561320406,,0,0.0
