region_name,date,temp_min_anomaly_threshold
酒泉市,06-02,0.051922277723404714
重庆市,06-02,-0.6335900632515226
金华市,06-02,-0.9292596297520896
金昌市,06-02,0.24753601333699618
钦州市,06-02,0.7713733525831828
铁岭市,06-02,-0.45543934446822465
铁门关市,06-02,0.2874420263770795
铜仁市,06-02,0.02026798127976411
铜川市,06-02,0.08856702983311902
铜陵市,06-02,-1.193182037069083
银川市,06-02,0.3738478615361384
锡林郭勒盟,06-02,0.3879998008949082
锦州市,06-02,-1.262981486568234
镇江市,06-02,-1.427152713813893
长春市,06-02,-0.11950423785491777
长沙市,06-02,-0.45901300392734884
长治市,06-02,-0.5217556507109389
阜新市,06-02,-0.4762503310814251
阜阳市,06-02,-0.07212435366141834
防城港市,06-02,0.7814076832876805
阳江市,06-02,0.44868874866861636
阳泉市,06-02,-0.36296834782335274
阿克苏地区,06-02,0.32704670166911376
阿勒泰地区,06-02,0.7413364567613756
阿坝藏族羌族自治州,06-02,-0.11733319923911156
