region_name,date,temp_max_anomaly_threshold
通辽市,06-02,3.942910679594397
遂宁市,06-02,1.4273272432786634
遵义市,06-02,0.8321752326001098
邢台市,06-02,3.689519069253684
那曲市,06-02,0.372635494304987
邯郸市,06-02,3.676847744836511
邵阳市,06-02,0.7964628752068139
郑州市,06-02,3.9045923605887367
郴州市,06-02,0.45600083234467204
鄂尔多斯市,06-02,2.949447022360838
鄂州市,06-02,0.9348659409903703
酒泉市,06-02,1.3772279092888615
重庆市,06-02,0.5531484873531444
金华市,06-02,0.3022985707696957
金昌市,06-02,2.4623522210520568
钦州市,06-02,1.1800048558306622
铁岭市,06-02,2.664140847937249
铁门关市,06-02,2.030706711984031
铜仁市,06-02,0.806595522316383
铜川市,06-02,3.4451545747159145
铜陵市,06-02,1.0168071522368756
银川市,06-02,2.724637617133223
锡林郭勒盟,06-02,3.3995812030360106
锦州市,06-02,2.656549810322642
镇江市,06-02,1.1143176803014332
长春市,06-02,2.9592584063397975
长沙市,06-02,0.8106139674922331
长治市,06-02,2.7485358268265205
阜新市,06-02,3.567991489796403
阜阳市,06-02,2.8254994543267236
防城港市,06-02,1.3427652813949256
阳江市,06-02,0.9788043610612928
阳泉市,06-02,3.531813258743111
阿克苏地区,06-02,1.9963432667755279
阿勒泰地区,06-02,2.3456087689357195
阿坝藏族羌族自治州,06-02,0.8552321158549527
阿拉善盟,06-02,1.7188507376600917
阿拉尔市,06-02,2.500600557715467
阿里地区,06-02,-0.1088246873370713
陇南市,06-02,1.1209392009562733
陵水黎族自治县,06-02,1.5805848955737714
随州市,06-02,1.9997734792658286
雅安市,06-02,0.90482477450672
青岛市,06-02,1.7231412317922998
鞍山市,06-02,1.7651482793120938
韶关市,06-02,0.6481501737342147
香港特别行政区,06-02,0.7620603426621059
马鞍山市,06-02,1.232619027317127
驻马店市,06-02,3.0288281840170828
鸡西市,06-02,1.5226113255430007
鹤壁市,06-02,3.9186216847260154
鹤岗市,06-02,2.5920560642853636
鹰潭市,06-02,0.7280414191861894
黄冈市,06-02,1.055487491452322
黄南藏族自治州,06-02,1.1431578063986474
黄山市,06-02,1.034614379233788
黄石市,06-02,0.927271832204335
黑河市,06-02,2.892463678986992
黔东南苗族侗族自治州,06-02,0.6979102011905939
黔南布依族苗族自治州,06-02,1.0685345760623628
黔西南布依族苗族自治州,06-02,2.633794845526693
齐齐哈尔市,06-02,3.7240621816569632
龙岩市,06-02,0.8005871125371212
七台河市,06-03,2.9305368290297182
万宁市,06-03,1.6091027315919502
三亚市,06-03,1.6664111368402361
三明市,06-03,0.5922809759902542
